Fri May 13 01:25:00 2022    rainbow.prof

         261175591 function calls (251697514 primitive calls) in 1047.331 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 subprocess.py:435(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:276(_acquire_restore)
        1    0.000    0.000    0.000    0.000 _internal.py:240(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 index_tricks.py:613(ndindex)
        1    0.000    0.000    0.000    0.000 random.py:813(SystemRandom)
        1    0.000    0.000    0.000    0.000 core.py:196(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:972(_MaskedBinaryOperation)
        2    0.000    0.000    0.000    0.000 core.py:3421(shape)
        1    0.000    0.000    0.000    0.000 __init__.py:689(Context)
        1    0.000    0.000    0.000    0.000 csv.py:165(Sniffer)
        1    0.000    0.000    0.000    0.000 tempfile.py:455(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 _fusion_op.py:15(_UfuncRoutine)
        1    0.000    0.000    0.000    0.000 case.py:1410(_SubTest)
        1    0.000    0.000    0.000    0.000 pprint.py:79(_safe_key)
        1    0.000    0.000    0.000    0.000 argparse.py:858(BooleanOptionalAction)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 utils.py:1964(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 mock.py:280(_SentinelObject)
        1    0.000    0.000    0.000    0.000 _base.py:76(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:113(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 __init__.py:702(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 events.py:589(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 mixins.py:12(_LoopBoundMixin)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 ranges.py:317(nd_grid)
        1    0.000    0.000    0.000    0.000 _builtin_funcs.py:365(LaneID)
        1    0.000    0.000    0.000    0.000 layers.py:175(Conv2d)
        1    0.000    0.000    0.000    0.000 optimizers.py:9(Optimizer)
        1    0.000    0.000    0.000    0.000 utils.py:112(SimpleTextIOWrapper)
        1    0.000    0.000    0.000    0.000 ansi.py:36(AnsiCursor)
        1    0.000    0.000    0.000    0.000 ansi.py:71(AnsiBack)
        3    0.000    0.000    0.000    0.000 deprecation.py:400(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:101(_StrongRef)
        1    0.000    0.000    0.000    0.000 __init__.py:2058(_OrderedSet)
        1    0.000    0.000    0.000    0.000 rcsetup.py:51(ValidateInStrings)
        4    0.000    0.000    0.000    0.000 Image.py:529(size)
        1    0.000    0.000    0.000    0.000 TiffTags.py:23(TagInfo)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:265(__init__)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1043(write)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:22(GimpPaletteFile)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:1(<module>)
        5    0.000    0.000    0.000    0.000 scale.py:79(limit_range_for_scale)
        1    0.000    0.000    0.000    0.000 scale.py:30(ScaleBase)
        1    0.000    0.000    0.000    0.000 scale.py:90(LinearScale)
        1    0.000    0.000    0.000    0.000 scale.py:243(InvertedLogTransform)
        4    0.000    0.000    0.000    0.000 transforms.py:618(<listcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:1581(get_matrix)
        1    0.000    0.000    0.000    0.000 transforms.py:2673(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 transforms.py:2800(TransformedPatchPath)
        1    0.000    0.000    0.000    0.000 actions.py:7(OnlyOnce)
        1    0.000    0.000    0.000    0.000 core.py:3474(WordStart)
        1    0.000    0.000    0.000    0.000 core.py:4447(FollowedBy)
        4    0.000    0.000    0.000    0.000 results.py:14(__init__)
        3    0.000    0.000    0.000    0.000 cm.py:551(norm)
        7    0.000    0.000    0.000    0.000 artist.py:418(is_transform_set)
        1    0.000    0.000    0.000    0.000 contour.py:34(ClabelText)
        4    0.000    0.000    0.000    0.000 backend_bases.py:902(set_clip_rectangle)
        1    0.000    0.000    0.000    0.000 backend_tools.py:401(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 backend_tools.py:612(ToolForward)
        1    0.000    0.000    0.000    0.000 dviread.py:606(Vf)
        1    0.000    0.000    0.000    0.000 mathtext.py:327(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 _mathtext.py:569(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:613(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 widgets.py:3619(Lasso)
        1    0.000    0.000    0.000    0.000 patches.py:2435(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:3709(Fancy)
        2    0.000    0.000    0.000    0.000 figure.py:112(__contains__)
        1    0.000    0.000    0.000    0.000 _parser.py:1371(_tzparser)
        1    0.000    0.000    0.000    0.000 six.py:164(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:219(is_package)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 units.py:152(DecimalConverter)
        1    0.000    0.000    0.000    0.000 dates.py:982(rrulewrapper)
        4    0.000    0.000    0.000    0.000 legend.py:580(_get_loc)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1153(AnchoredText)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1647(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 container.py:43(BarContainer)
        1    0.000    0.000    0.000    0.000 streamplot.py:373(StreamMask)
        1    0.000    0.000    0.000    0.000 _base.py:36(_axis_method_wrapper)
        6    0.000    0.000    0.000    0.000 _base.py:724(get_window_extent)
        4    0.000    0.000    0.000    0.000 backend_agg.py:328(option_image_nocomposite)
        1    0.000    0.000    0.000    0.000 backend_agg.py:471(buffer_rgba)
        1    0.000    0.000    0.000    0.000 backend_qt.py:900(ToolbarQt)
        1    0.000    0.000    0.000    0.000 __init__.py:575(DoubleVar)
        1    0.000    0.000    0.000    0.000 __init__.py:3980(OptionMenu)
        1    0.000    0.000    0.000    0.000 ttk.py:525(Widget)
        1    0.000    0.000    0.000    0.000 {built-in method setFocus}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
        7    0.000    0.000    0.000    0.000 enum.py:1035(<lambda>)
        1    0.000    0.000    0.000    0.000 typing.py:1683(runtime_checkable)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 py3k.py:88(contextlib_nullcontext)
        2    0.000    0.000    0.000    0.000 pathlib.py:519(__len__)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 getlimits.py:295(finfo)
        1    0.000    0.000    0.000    0.000 subprocess.py:170(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 subprocess.py:1173(poll)
        1    0.000    0.000    0.000    0.000 threading.py:403(Semaphore)
        1    0.000    0.000    0.000    0.000 linalg.py:102(get_linalg_error_extobj)
        1    0.000    0.000    0.000    0.000 linalg.py:199(_assert_stacked_square)
        1    0.000    0.000    0.000    0.000 _environment.py:78(get_nvcc_path)
        1    0.000    0.000    0.000    0.000 __init__.py:460(PackagePath)
        1    0.000    0.000    0.000    0.000 zipfile.py:592(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:1933(PyZipFile)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 abc.py:101(PathEntryFinder)
        1    0.000    0.000    0.000    0.000 abc.py:150(ResourceLoader)
        1    0.000    0.000    0.000    0.000 syncdetect.py:9(DeviceSynchronized)
        1    0.000    0.000    0.000    0.000 cusparse.py:1295(DnVecDescriptor)
        1    0.000    0.000    0.000    0.000 _gufunc.py:4(GeneralizedUFunc)
        1    0.000    0.000    0.000    0.000 case.py:246(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 argparse.py:765(Action)
        3    0.000    0.000    0.000    0.000 mock.py:282(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:419(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1222(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1216(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:2194(NullHandler)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 windows_events.py:189(_WaitHandleFuture)
        1    0.000    0.000    0.000    0.000 _compile.py:167(Environment)
        1    0.000    0.000    0.000    0.000 _internal_types.py:36(Constant)
        1    0.000    0.000    0.000    0.000 _builtin_funcs.py:116(SyncWarp)
        1    0.000    0.000    0.000    0.000 _builtin_funcs.py:307(WarpShuffleOp)
        1    0.000    0.000    0.000    0.000 generate.py:122(__init__)
        1    0.000    0.000    0.000    0.000 layers.py:248(LSTM)
        1    0.000    0.000    0.000    0.000 functions.py:695(Dropout)
        1    0.000    0.000    0.000    0.000 wintypes.py:133(MSG)
        1    0.000    0.000    0.000    0.000 __init__.py:543(maxdict)
        1    0.000    0.000    0.000    0.000 __init__.py:2285(subcls)
        1    0.000    0.000    0.000    0.000 model.py:489(EnumType)
        1    0.000    0.000    0.000    0.000 ImageFile.py:311(StubImageFile)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:19(PaletteFile)
        1    0.000    0.000    0.000    0.000 scale.py:124(FuncTransform)
        1    0.000    0.000    0.000    0.000 scale.py:379(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:461(LogitTransform)
        2    0.000    0.000    0.000    0.000 scale.py:577(get_scale_names)
        1    0.000    0.000    0.000    0.000 ticker.py:278(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2428(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:2699(AffineDeltaTransform)
        1    0.000    0.000    0.000    0.000 util.py:126(LRUMemo)
        1    0.000    0.000    0.000    0.000 core.py:2413(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 core.py:3336(GoToColumn)
        1    0.000    0.000    0.000    0.000 core.py:4745(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:5231(TokenConverter)
        1    0.000    0.000    0.000    0.000 core.py:5298(Group)
        1    0.000    0.000    0.000    0.000 pyplot.py:624(_xkcd)
        1    0.000    0.000    0.000    0.000 cm.py:64(__init__)
        5    0.000    0.000    0.000    0.000 artist.py:1298(mouseover)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2156(_get_output_canvas)
        1    0.000    0.000    0.000    0.000 backend_tools.py:361(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 backend_tools.py:371(ToolGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:431(ToolYScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:441(ToolXScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:933(ToolCopyToClipboardBase)
        1    0.000    0.000    0.000    0.000 _mathtext.py:990(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1001(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1528(Vrule)
        1    0.000    0.000    0.000    0.000 patches.py:2542(Sawtooth)
        1    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedModule)
        1    0.000    0.000    0.000    0.000 dates.py:610(DateFormatter)
        1    0.000    0.000    0.000    0.000 rrule.py:66(weekday)
        1    0.000    0.000    0.000    0.000 legend.py:676(get_legend_handler_map)
        1    0.000    0.000    0.000    0.000 offsetbox.py:372(PackerBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1673(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 legend_handler.py:139(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 legend_handler.py:332(HandlerPatch)
        1    0.000    0.000    0.000    0.000 legend_handler.py:652(HandlerStem)
        1    0.000    0.000    0.000    0.000 legend_handler.py:747(__init__)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1074(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 _base.py:776(<dictcomp>)
        2    0.000    0.000    0.000    0.000 _base.py:788(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _base.py:3437(set_axis_on)
        2    0.000    0.000    0.000    0.000 axis.py:578(__init__)
        4    0.000    0.000    0.000    0.000 axis.py:1426(<dictcomp>)
        1    0.000    0.000    0.000    0.000 gridspec.py:484(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 geo.py:302(HammerTransform)
        1    0.000    0.000    0.000    0.000 polar.py:227(ThetaLocator)
        1    0.000    0.000    0.000    0.000 board.py:58(OmniDirectionalSearcher)
        1    0.000    0.000    0.000    0.000 __init__.py:1949(YView)
        1    0.000    0.000    0.000    0.000 ttk.py:644(Entry)
        1    0.000    0.000    0.000    0.000 ttk.py:989(Progressbar)
        1    0.000    0.000    0.000    0.000 ttk.py:1599(OptionMenu)
        1    0.000    0.000    0.000    0.000 cp437.py:9(Codec)
        5    0.000    0.000    0.000    0.000 TiffImagePlugin.py:664(_register_writer)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:47(PpmImageFile)
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
